336,336,336,336,336,336,336,16,16,356,165,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,165,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,165,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,165,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,356,356,356,285,210,210,210,210,277,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,96,96,356,356,356,356,165,356,356,356,289,336,336,336,336,279,356,356,356,356,356,356,356,356,96,96,336,336,336,336,336,336,336
336,336,336,336,336,336,336,96,96,356,356,356,356,356,165,356,356,273,229,229,229,229,270,356,356,356,356,356,356,356,356,96,96,336,336,336,336,336,336,336
336,336,336,336,336,336,336,96,96,356,356,356,356,356,165,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,96,96,336,336,336,336,336,336,336
336,336,336,336,336,336,336,96,96,356,356,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,96,96,336,336,336,336,336,336,336
96,96,96,96,96,96,96,16,16,356,356,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,96,96,96,96,96,96,96
96,96,96,96,96,96,96,16,16,356,356,356,356,356,356,165,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,96,96,96,96,96,96,96
96,96,96,96,96,96,96,16,16,356,356,165,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,96,96,96,96,96,96,96
372,372,372,96,96,96,96,16,16,356,356,356,356,356,356,356,356,285,210,210,210,210,277,356,356,356,356,356,356,356,356,16,16,96,96,96,96,372,372,372
372,372,372,96,96,96,96,16,16,356,356,165,356,356,356,356,356,289,336,336,336,336,279,356,356,356,356,356,356,356,356,16,16,96,96,96,96,372,372,372
372,372,372,96,96,96,96,16,16,356,356,356,356,356,356,356,356,289,336,336,336,336,279,356,356,356,356,356,356,356,356,16,16,96,96,96,96,372,372,372
96,96,96,96,96,96,96,16,16,356,356,356,356,356,356,356,356,273,229,229,229,229,270,356,356,356,356,356,356,356,356,16,16,96,96,96,96,96,96,96
96,96,96,96,96,96,96,16,16,356,356,356,356,165,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,96,96,96,96,96,96,96
96,96,96,96,96,96,96,16,16,356,356,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,96,96,96,96,96,96,96
336,336,336,336,336,336,336,96,96,356,165,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,96,96,336,336,336,336,336,336,336
336,336,336,336,336,336,336,96,96,356,356,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,96,96,336,336,336,336,336,336,336
336,336,336,336,336,336,336,96,96,356,356,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,96,96,336,336,336,336,336,336,336
336,336,336,336,336,336,336,96,96,356,356,356,165,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,96,96,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,356,356,356,285,210,210,210,210,277,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,356,356,356,289,336,336,336,336,279,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,356,356,356,273,229,229,229,229,270,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,165,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,165,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
336,336,336,336,336,336,336,16,16,356,356,356,356,356,356,356,356,356,328,328,328,328,356,356,356,356,356,356,356,356,356,16,16,336,336,336,336,336,336,336
